Country,Indicator,"Indicator Code",Period,DisaggregationId,Disaggregation,DatasourceId,"Data Source",MeasurementMethodId,"Measurement Method",Value
BURUNDI,"Population screened for cardiovascular diseases",AFR0144,2017,28,"Both sexes (male and female)",26,"Health Management Information System (NHMIS) -DHIS2",23,Numeric,351
BURUNDI,"Population screened for cardiovascular diseases",AFR0144,2018,28,"Both sexes (male and female)",2,"Country-level Health Information Systems",5,"Count (Numeric Integer)",136
BURUNDI,"Population screened for cardiovascular diseases",AFR0144,2018,28,"Both sexes (male and female)",26,"Health Management Information System (NHMIS) -DHIS2",23,Numeric,605
BURUNDI,"Population screened for cardiovascular diseases",AFR0144,2019,28,"Both sexes (male and female)",2,"Country-level Health Information Systems",5,"Count (Numeric Integer)",159
BURUNDI,"Population screened for cardiovascular diseases",AFR0144,2019,28,"Both sexes (male and female)",26,"Health Management Information System (NHMIS) -DHIS2",23,Numeric,699
BURUNDI,"Population screened for cardiovascular diseases",AFR0144,2020,28,"Both sexes (male and female)",26,"Health Management Information System (NHMIS) -DHIS2",23,Numeric,827
BURUNDI,"Population screened for cardiovascular diseases",AFR0144,2021,28,"Both sexes (male and female)",26,"Health Management Information System (NHMIS) -DHIS2",23,Numeric,1107
"CABO VERDE","Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,2.4
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,30.5
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,29.5
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,40.4
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,39.2
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,36.7
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,28.1
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,36.4
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,38.8
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,40
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,39.7
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,38.4
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35.8
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,39.1
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,37.8
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35.2
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,34.4
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,37
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,38.5
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,9,Female,3,"WHO/Global Health Observatory",1,Percentage,27.3
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,8,Male,3,"WHO/Global Health Observatory",1,Percentage,30.1
"CABO VERDE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,28.6
"CABO VERDE","Health facility density and distribution (per 10,000 population)",AFR0232,2018,1013,"Public sector",62,"Ministry of Health",13,"Per 10 000 population",3.9
"CABO VERDE","Health facility density and distribution (per 10,000 population)",AFR0232,2019,28,"Both sexes (male and female)",2,"Country-level Health Information Systems",23,Numeric,9.9
"CABO VERDE","Health facility density and distribution (per 10,000 population)",AFR0232,2019,1013,"Public sector",62,"Ministry of Health",13,"Per 10 000 population",3.8
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",430
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",438
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",422
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",429
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",442
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",435
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",445
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",435
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",440
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",440
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",449
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",444
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",443
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",452
"CABO VERDE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",448
"CABO VERDE","Population screened for cardiovascular diseases",AFR0144,2020,8,Male,6,"National Institute of Statistics",1,Percentage,3.2
"CABO VERDE","Population screened for cardiovascular diseases",AFR0144,2020,28,"Both sexes (male and female)",6,"National Institute of Statistics",1,Percentage,3.5
"CABO VERDE","Population screened for cardiovascular diseases",AFR0144,2020,66,"Female (15-49 years)",6,"National Institute of Statistics",1,Percentage,3.8
CAMEROON,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,6
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,24.9
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,24.8
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,24.6
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.9
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.9
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.9
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.3
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.6
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.6
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.1
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.4
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.2
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.6
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.6
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.5
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.7
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.1
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.9
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,26.5
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,9,Female,3,"WHO/Global Health Observatory",1,Percentage,24.7
CAMEROON,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,8,Male,3,"WHO/Global Health Observatory",1,Percentage,28.2
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",302
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",288
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",315
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",287
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",314
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",301
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",300
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",287
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",314
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",289
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",303
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",316
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",292
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",305
CAMEROON,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",319
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,6
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,34.8
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,31.4
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,30.8
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35.8
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.1
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,31.2
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,34.5
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35.4
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,31.5
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,34
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.7
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33.1
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.8
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,34.4
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.3
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33.7
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.6
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,9,Female,3,"WHO/Global Health Observatory",1,Percentage,28.2
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,29.8
"CENTRAL AFRICAN REPUBLIC","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,8,Male,3,"WHO/Global Health Observatory",1,Percentage,31.3
"CENTRAL AFRICAN REPUBLIC","availability of items for offering Cardiovascular diseases services",AFR0544,2019,12,Urban,62,"Ministry of Health",1,Percentage,32
"CENTRAL AFRICAN REPUBLIC","availability of items for offering Cardiovascular diseases services",AFR0544,2019,28,"Both sexes (male and female)",62,"Ministry of Health",1,Percentage,64
"CENTRAL AFRICAN REPUBLIC","availability of items for offering Cardiovascular diseases services",AFR0544,2019,29,Total,62,"Ministry of Health",1,Percentage,15
"CENTRAL AFRICAN REPUBLIC","availability of items for offering Cardiovascular diseases services",AFR0544,2019,1014,"Private sector",62,"Ministry of Health",1,Percentage,27
"CENTRAL AFRICAN REPUBLIC","availability of items for offering Cardiovascular diseases services",AFR0544,2019,1013,"Public sector",62,"Ministry of Health",1,Percentage,12
"CENTRAL AFRICAN REPUBLIC","availability of items for offering Cardiovascular diseases services",AFR0544,2019,11,Rural,62,"Ministry of Health",1,Percentage,6
"CENTRAL AFRICAN REPUBLIC","Health facility density and distribution (per 10,000 population)",AFR0232,2018,999,"Not Applicable",2,"Country-level Health Information Systems",13,"Per 10 000 population",1.04
"CENTRAL AFRICAN REPUBLIC","Health facility density and distribution (per 10,000 population)",AFR0232,2019,999,"Not Applicable",2,"Country-level Health Information Systems",13,"Per 10 000 population",1.13
"CENTRAL AFRICAN REPUBLIC","Health facility density and distribution (per 10,000 population)",AFR0232,2019,28,"Both sexes (male and female)",62,"Ministry of Health",13,"Per 10 000 population",1.6
"CENTRAL AFRICAN REPUBLIC","Health facility density and distribution (per 10,000 population)",AFR0232,2020,999,"Not Applicable",2,"Country-level Health Information Systems",13,"Per 10 000 population",1.09
"CENTRAL AFRICAN REPUBLIC","Health facility density and distribution (per 10,000 population)",AFR0232,2021,999,"Not Applicable",2,"Country-level Health Information Systems",13,"Per 10 000 population",1.06
"CENTRAL AFRICAN REPUBLIC","Health facility density and distribution (per 10,000 population)",AFR0232,2022,999,"Not Applicable",2,"Country-level Health Information Systems",13,"Per 10 000 population",1.1
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",372
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",369
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",367
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",371
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",374
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",368
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",369
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",377
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",373
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",374
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",378
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",370
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",380
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",372
"CENTRAL AFRICAN REPUBLIC","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",376
CHAD,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,6
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.6
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.8
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.6
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,32.9
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,33.8
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,31.6
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.1
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.2
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.1
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.5
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.4
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.5
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.7
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.7
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22.5
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.9
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,21.5
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.8
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,9,Female,3,"WHO/Global Health Observatory",1,Percentage,25.6
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,27
CHAD,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,8,Male,3,"WHO/Global Health Observatory",1,Percentage,28.3
CHAD,"Availability of Cardiovascular diseases services",AFR0528,2015,29,Total,53,"Service Availability and Readiness Assessment",1,Percentage,28
CHAD,"availability of items for offering Cardiovascular diseases services",AFR0544,2015,29,Total,53,"Service Availability and Readiness Assessment",1,Percentage,38
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",279
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",255
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",302
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",301
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",254
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",277
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",277
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",300
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",253
